,Date,Position,artist,song,woc
93,03/28/1996,94,MADONNA,OH FATHER,9
94,03/28/1996,95,OASIS,SUPERSONIC,36
95,03/28/1996,96,OASIS,SHAKERMAKER,39
96,03/28/1996,97,D.O.S.E FT MARK E. SMITH,PLUG MYSELF IN,2
97,03/28/1996,98,OASIS,ROLL WITH IT,32
98,03/28/1996,99,PASSENGERS,MISS SARAJEVO,13
99,03/28/1996,100,BJORK,IT'S OH SO QUIET,17
0,03/28/1995,1,OUTHERE BROTHERS,DON'T STOP (WIGGLE WIGGLE),3
1,03/28/1995,2,CHER/HYNDE/CHERRY WITH CLAPTON,LOVE CAN BUILD A BRIDGE,3
2,03/28/1995,3,WET WET WET,JULIA SAYS,2
3,03/28/1995,4,CELINE DION,THINK TWICE,24
4,03/28/1995,5,BOBBY BROWN,TWO CAN PLAY THAT GAME,12
5,03/28/1995,6,STRIKE,U SURE DO,6
6,03/28/1995,7,BEATLES,BABY IT'S YOU,1
7,03/28/1995,8,ALEX PARTY,DON'T GIVE ME YOUR LIFE,7
8,03/28/1995,9,FREAKPOWER,"TURN ON, TUNE IN, COP OUT",3
9,03/28/1995,10,EAST 17,LET IT RAIN,2
10,03/28/1995,11,BUCKETHEADS,THE BOMB! (THESE SOUNDS FALL INTO MY...),5
11,03/28/1995,12,JANET JACKSON,WHOOPS NOW/WHAT'LL I DO,3
12,03/28/1995,13,NIGHTCRAWLERS,PUSH THE FEELING ON,10
13,03/28/1995,14,HUMAN LEAGUE,ONE MAN IN MY HEART,3
14,03/28/1995,15,CLOCK,AXEL F/KEEP PUSHIN',5
15,03/28/1995,16,REDNEX,OLD POP IN AN OAK,2
16,03/28/1995,17,JX,YOU BELONG TO ME,1
17,03/28/1995,18,SEAN MAGUIRE,SUDDENLY,2
18,03/28/1995,19,NPG,GET WILD,1
19,03/28/1995,20,SNAP! FEATURING SUMMER,THE FIRST THE LAST ETERNITY,1
20,03/28/1995,21,BROWNSTONE,IF YOU LOVE ME,1
21,03/28/1995,22,TIN TIN OUT FEAT ESPIRITU,ALWAYS SOMETHING THERE TO REMIND ME,2
22,03/28/1995,23,DES'REE,YOU GOTTA BE,4
23,03/28/1995,24,ULTIMATE KAOS,SHOW A LITTLE LOVE,1
24,03/28/1995,25,SHUT UP AND DANCE,SAVE IT 'TIL THE MOURNING AFTER,1
25,03/28/1995,26,BOO RADLEYS,WAKE UP BOO!,4
26,03/28/1995,27,REEL 2 REAL FEAT MAD STUNTMAN,CONWAY,1
27,03/28/1995,28,DURAN DURAN,PERFECT DAY,2
28,03/28/1995,29,MASSIVE ATTACK,THE KARMACOMA EP,1
29,03/28/1995,30,MN8,I'VE GOT A LITTLE SOMETHING FOR YOU,9
30,03/28/1995,31,ANTICAPPELLA,EXPRESS YOUR FREEDOM,1
31,03/28/1995,32,MIKE &amp; THE MECHANICS,OVER MY SHOULDER,6
32,03/28/1995,33,VAN HALEN,CAN'T STOP LOVIN' YOU,1
33,03/28/1995,34,PRODIGY,POISON,3
34,03/28/1995,35,LEFTFIELD HALLIDAY,ORIGINAL,2
35,03/28/1995,36,ANNIE LENNOX,NO MORE 'I LOVE YOU'S',7
36,03/28/1995,37,DJ SCOTT FEATURING LORNA B,SWEET DREAMS,1
37,03/28/1995,38,SOPHIE B. HAWKINS,AS I LAY ME DOWN,4
38,03/28/1995,39,INI KAMOZE,HERE COMES THE HOTSTEPPER,13
39,03/28/1995,40,QUEENSRYCHE,BRIDGE,2
40,03/28/1995,41,PERFECTO ALLSTARZ,REACH UP (PIG BAG),9
41,03/28/1995,42,ROACHFORD,I KNOW YOU DON'T LOVE ME,1
42,03/28/1995,43,2 UNLIMITED,HERE I GO,2
43,03/28/1995,44,CB MILTON,IT'S A LOVING THING,2
44,03/28/1995,45,BOY GEORGE,FUNTIME,1
45,03/28/1995,46,SCARLET,INDEPENDENT LOVE SONG,11
46,03/28/1995,47,N-TRANCE,SET YOU FREE,12
47,03/28/1995,48,ELTON JOHN,BELIEVE,5
48,03/28/1995,49,DAN HARTMAN/LOLEATTA HOLLOWAY,KEEP THE FIRE BURNIN',1
49,03/28/1995,50,CIRCUIT,SHELTER ME,3
50,03/28/1995,51,NOLANS,I'M IN THE MOOD FOR DANCING,1
51,03/28/1995,52,WARREN G,DO YOU SEE,2
52,03/28/1995,53,BOMB THE BASS FEAT CARLTON,1 TO 1 RELIGION,1
53,03/28/1995,54,CRAIG MACK,GET DOWN,1
54,03/28/1995,55,TERRORVISION,SOME PEOPLE SAY,3
55,03/28/1995,56,BON JOVI,SOMEDAY I'LL BE SATURDAY NIGHT,6
56,03/28/1995,57,ASH,KUNG FU,1
57,03/28/1995,58,CAPTAIN HOLLYWOOD PROJECT,FLYING HIGH,1
58,03/28/1995,59,AMOS,LET LOVE SHINE,2
59,03/28/1995,60,CRANBERRIES,I CAN'T BE WITH YOU,4
60,03/28/1995,61,MADONNA,BEDTIME STORY,6
61,03/28/1995,62,NED'S ATOMIC DUSTBIN,ALL I ASK OF MYSELF IS THAT I HOLD...,2
62,03/28/1995,63,NOTORIOUS B.I.G.,BIG POPPA,1
63,03/28/1995,64,APOLLO FOUR FORTY,(DON'T FEAR) THE REAPER,2
64,03/28/1995,65,REDNEX,COTTON EYE JOE,16
65,03/28/1995,66,BILL WHELAN,RIVER DANCE,21
66,03/28/1995,67,CHAKA DEMUS &amp; PLIERS,TWIST &amp; SHOUT,15
67,03/28/1995,68,(MC SAR &amp;) THE REAL MCCOY,RUN AWAY,10
68,03/28/1995,69,FAITH NO MORE,DIGGING THE GRAVE,4
69,03/28/1995,70,VANESSA-MAE,TOCCATA &amp; FUGUE,10
70,03/28/1995,71,SPHINX,WHAT HOPE HAVE I,2
71,03/28/1995,72,CATHERINE ZETA JONES,IN THE ARMS OF LOVE,1
72,03/28/1995,73,NICKI FRENCH,TOTAL ECLIPSE OF THE HEART,14
73,03/28/1995,74,GREEN DAY,LONGVIEW,3
74,03/28/1995,75,RADIOHEAD,HIGH &amp; DRY/PLANET TELEX,4
75,03/28/1995,76,GIANT CITY,FEEL THE SPIRIT,1
76,03/28/1995,77,ULTRA SONIC,"1, 2, 3, 4 - TIC TOC",1
77,03/28/1995,78,GLORIA ESTEFAN,"HOLD ME, THRILL ME, KISS ME",16
78,03/28/1995,79,LOUIS ARMSTRONG,WE HAVE ALL THE TIME IN THE WORLD,19
79,03/28/1995,80,ALYSHA WARREN,I THOUGHT I MEANT THE WORLD TO YOU,2
80,03/28/1995,81,REPUBLICA,BLOKE,1
81,03/28/1995,82,KOOL WORLD PRODUCTIONS,INVADER,1
82,03/28/1995,83,MIGHTY MORPH'N POWER RANGERS,POWER RANGERS,14
83,03/28/1995,84,PEREZ 'PREZ' PRADO &amp; HIS ORCH,GUAGLIONE,8
84,03/28/1995,85,PAVEMENT,RATTLED BY LA RUSH,1
85,03/28/1995,86,SKUNK ANANSIE,SELLING JESUS,2
86,03/28/1995,87,ZIG AND ZAG,THEM GIRLS THEM GIRLS,13
87,03/28/1995,88,JIMMY NAIL,CROCODILE SHOES,19
88,03/28/1995,89,PHILLIP LEO,THINKING ABOUT YOUR LOVE,2
89,03/28/1995,90,COSMIC BABY,A TRIBUTE TO BLADE RUNNER - PART 1,1
90,03/28/1995,91,GARY NUMAN,ABSOLUTION,1
91,03/28/1995,92,STILTSKIN,REST IN PEACE,1
92,03/28/1995,93,BABY D,LET ME BE YOUR FANTASY,19
93,03/28/1995,94,TOM JONES FEAT TORI AMOS,I WANNA GET BACK WITH YOU,1
94,03/28/1995,95,LEVITICUS,BURIAL,2
95,03/28/1995,96,PASADENAS,ROUND &amp; ROUND,1
96,03/28/1995,97,DJ SHADOW,WHAT DOES YOUR SOUL LOOK LIKE,2
97,03/28/1995,98,SCOOTER,MOVE YOUR ASS!,1
98,03/28/1995,99,DREAM WARRIORS,DAY IN DAY OUT,1
99,03/28/1995,100,LINK,ANTACID,1
0,03/28/1994,1,DOOP,DOOP,4
1,03/28/1994,2,BRUCE SPRINGSTEEN,STREETS OF PHILADELPHIA,3
2,03/28/1994,3,ACE OF BASE,THE SIGN,6
3,03/28/1994,4,D:REAM,U R THE BEST THING,3
4,03/28/1994,5,REEL 2 REAL FEAT MAD STUNTMAN,LIKE TO MOVE IT,8
5,03/28/1994,6,MARIAH CAREY,WITHOUT YOU,7
6,03/28/1994,7,SALT N PEPA WITH EN VOGUE,WHATTA MAN,3
7,03/28/1994,8,DEGREES OF MOTION FEAT BITI,SHINE ON,3
8,03/28/1994,9,BON JOVI,DRY COUNTY,2
9,03/28/1994,10,MADONNA,I'LL REMEMBER,1
10,03/28/1994,11,HADDAWAY,ROCK MY HEART,1
11,03/28/1994,12,BLUR,GIRLS AND BOYS,3
12,03/28/1994,13,JX,SON OF A GUN,1
13,03/28/1994,14,ROXETTE,SLEEPING IN MY CAR,2
14,03/28/1994,15,WORLDS APART,COULD IT BE I'M FALLING IN LOVE,2
15,03/28/1994,16,MARCELLA DETROIT,I BELIEVE,4
16,03/28/1994,17,K7 &amp; THE SWING KIDS,HI DE HO,1
17,03/28/1994,18,ENIGMA,RETURN TO INNOCENCE,10
18,03/28/1994,19,WONDER STUFF,HOT LOVE NOW! EP,2
19,03/28/1994,20,CULTURE BEAT,WORLD IN YOUR HANDS,1
20,03/28/1994,21,ALISON MOYET,WHISPERING YOUR NAME,4
21,03/28/1994,22,ROACHFORD,ONLY TO BE WITH YOU,3
22,03/28/1994,23,M PEOPLE,RENAISSANCE,4
23,03/28/1994,24,JAMES,JAM J,1
24,03/28/1994,25,SOUNDS OF BLACKNESS,I BELIEVE,2
25,03/28/1994,26,CRANBERRIES,LINGER,8
26,03/28/1994,27,BRAND NEW HEAVIES,DREAM ON DREAMER,2
27,03/28/1994,28,DIANA ROSS,BEST YEARS OF MY LIFE,1
28,03/28/1994,29,JIMMY CLIFF,I CAN SEE CLEARLY NOW,3
29,03/28/1994,30,TONI BRAXTON,ANOTHER SAD LOVE SONG,1
30,03/28/1994,31,E.Y.C,THE WAY YOU WORK IT,5
31,03/28/1994,32,DEACON BLUE,I WAS RIGHT AND YOU WERE WRONG,1
32,03/28/1994,33,PULP,DO YOU REMEMBER THE FIRST TIME?,1
33,03/28/1994,34,D:REAM,THINGS CAN ONLY GET BETTER,13
34,03/28/1994,35,2 UNLIMITED,LET THE BEAT CONTROL YOUR BODY,7
35,03/28/1994,36,CE CE PENISTON,KEEP GIVIN' ME YOUR LOVE,1
36,03/28/1994,37,UB40,C'EST LA VIE,1
37,03/28/1994,38,BEAUTIFUL SOUTH,GOOD AS GOLD,4
38,03/28/1994,39,BJORK,VIOLENTLY HAPPY,3
39,03/28/1994,40,A-HA,SHAPES THAT GO TOGETHER,2
40,03/28/1994,41,SOUL ASYLUM,SOMEBODY TO SHOVE,5
41,03/28/1994,42,YAZZ,HAVE MERCY,1
42,03/28/1994,43,LISA LISA,SKIP TO MY LU,2
43,03/28/1994,44,BECK,LOSER,5
44,03/28/1994,45,CAPPELLA,MOVE ON BABY,7
45,03/28/1994,46,BRYAN ADAMS/ROD STEWART/STING,ALL FOR LOVE,12
46,03/28/1994,47,ECHOBELLY,INSOMNIAC,1
47,03/28/1994,48,BACKBEAT BAND,MONEY,2
48,03/28/1994,49,PRIMAL SCREAM,ROCKS/FUNKY JAM,4
49,03/28/1994,50,NAT KING COLE,LET'S FACE THE MUSIC AND DANCE,3
50,03/28/1994,51,ELTON JOHN AND RUPAUL,DON'T GO BREAKING MY HEART,6
51,03/28/1994,52,DARYL HALL,I'M IN A PHILLY MOOD,4
52,03/28/1994,53,ICE CUBE,YOU KNOW HOW WE DO IT,2
53,03/28/1994,54,GENERAL SAINT FEAT DON CAMPBEL,OH CAROL!,1
54,03/28/1994,55,BONE,WINGS OF LOVE,1
55,03/28/1994,56,MARILLION,HOLLOW MAN,2
56,03/28/1994,57,DR ALBAN,LOOK WHO'S TALKING,2
57,03/28/1994,58,SMOOTH TOUCH,HOUSE OF LOVE (IN THE HOUSE),1
58,03/28/1994,59,TEENAGE FANCLUB &amp; DE LA SOUL,FALLIN',1
59,03/28/1994,60,ALL-4-ONE,SO MUCH IN LOVE,1
60,03/28/1994,61,TONI BRAXTON,BREATHE AGAIN,12
61,03/28/1994,62,TORI AMOS,PRETTY GOOD YEAR,3
62,03/28/1994,63,JULIET ROBERTS,AGAIN/I WANT YOU,3
63,03/28/1994,64,JANET JACKSON,BECAUSE OF LOVE,4
64,03/28/1994,65,ZHANE,GROOVE THANG,3
65,03/28/1994,66,NKOTB,NEVER LET YOU GO,2
66,03/28/1994,67,WENDY MOTEN,COME IN OUT OF THE RAIN,9
67,03/28/1994,68,CUD,STICKS AND STONES,1
68,03/28/1994,69,CELINE DION,THE POWER OF LOVE,10
69,03/28/1994,70,MEAT LOAF,ROCK &amp; ROLL DREAMS COME THROUGH,7
70,03/28/1994,71,AVERAGE WHITE BAND,LET'S GO ROUND AGAIN,2
71,03/28/1994,72,WHYCLIFFE,ONE MORE TIME,1
72,03/28/1994,73,MISTY OLDLAND,A FAIR AFFAIR,4
73,03/28/1994,74,CHAKA DEMUS &amp; PLIERS,MURDER SHE WROTE,4
74,03/28/1994,75,SUEDE,STAY TOGETHER,6
75,03/28/1994,76,JUDITH DURHAM/SEEKERS,WORLD OF OUR OWN,1
76,03/28/1994,77,FIRE ISLAND,THERE BUT FOR THE GRACE OF GOD,4
77,03/28/1994,78,SULTANA,TE AMO,2
78,03/28/1994,79,CREDIT TO THE NATION,TEENAGE SENSATION,4
79,03/28/1994,80,WHALE,HOBO HUMPIN SLOBO BABE,3
80,03/28/1994,81,CARTER UNSTOPPABLE SEX MACHINE,GLAM ROCK COPS,4
81,03/28/1994,82,ATLANTIC OCEAN,WATERFALL,7
82,03/28/1994,83,MICHAEL NYMAN,THE HEART ASKS PLEASURE FIRST,3
83,03/28/1994,84,SENSER,SWITCH,3
84,03/28/1994,85,ALISON LIMERICK,LOVE COME DOWN,3
85,03/28/1994,86,SHAQUILLE O'NEAL,I'M OUTSTANDING,2
86,03/28/1994,87,MISSION,AFTERGLOW,2
87,03/28/1994,88,MORRISSEY,"THE MORE YOU IGNORE ME, THE CLOSER I GET",4
88,03/28/1994,89,ARETHA FRANKLIN,A DEEPER LOVE,8
89,03/28/1994,90,NEW KINGDOM,CHEAP THRILLS,1
90,03/28/1994,91,PANTERA,I'M BROKEN,3
91,03/28/1994,92,DADA,DIM,1
92,03/28/1994,93,ERIC GABLE,PROCESS OF ELIMINATION,3
93,03/28/1994,94,SMASHING PUMPKINS,DISARM,5
94,03/28/1994,95,SWV,DOWNTOWN,6
95,03/28/1994,96,MADDER ROSE,PANIC ON,2
96,03/28/1994,97,BARBARA TUCKER,BEAUTIFUL PEOPLE,5
97,03/28/1994,98,ROBIN S,I WANT TO THANK YOU,3
98,03/28/1994,99,EVE GALLAGHER,CHANGE YOUR MIND,2
99,03/28/1994,100,QUEEN LATIFAH,U.N.I.T.Y.,2
0,03/28/1993,1,THE BLUEBELLS,YOUNG AT HEART {1993},2
1,03/28/1993,2,SHAGGY,OH CAROLINA,9
2,03/28/1993,3,SNOW,INFORMER,4
3,03/28/1993,4,SHABBA RANKS,MR LOVERMAN {1993},4
4,03/28/1993,5,2 UNLIMITED,NO LIMIT,10
5,03/28/1993,6,MADONNA,FEVER,1
6,03/28/1993,7,UGLY KID JOE,CATS IN THE CRADLE,4
7,03/28/1993,8,SYBIL,WHEN I'M GOOD AND READY,3
8,03/28/1993,9,DAVID BOWIE,JUMP THEY SAY,2
9,03/28/1993,10,ROBIN S,SHOW ME LOVE,7
10,03/28/1993,11,JADE,DON'T WALK AWAY,3
11,03/28/1993,12,CLIFF RICHARD,PEACE IN OUR TIME,2
12,03/28/1993,13,GLORIA ESTEFAN,GO AWAY,1
13,03/28/1993,14,WWF SUPERSTARS,WRESTLEMANIA,1
14,03/28/1993,15,LENNY KRAVITZ,ARE YOU GONNA GO MY WAY,7
15,03/28/1993,16,MICHAEL JACKSON,GIVE IN TO ME,6
16,03/28/1993,17,ANNIE LENNOX,LITTLE BIRD/LOVE SONG FOR A VAMPIRE,8
17,03/28/1993,18,ARRESTED DEVELOPMENT,TENNESSEE {1993},1
18,03/28/1993,19,SUNSCREEM,PRESSURE US,2
19,03/28/1993,20,PM DAWN,LOOKING THROUGH PATIENT EYES,4
20,03/28/1993,21,JAMIROQUAI,TOO YOUNG TO DIE,4
21,03/28/1993,22,CAPPELLA,U GOT 2 KNOW,1
22,03/28/1993,23,MICA PARIS,I NEVER FELT LIKE THIS BEFORE,1
23,03/28/1993,24,BILL TARMEY,ONE VOICE,1
24,03/28/1993,25,WHITNEY HOUSTON,I'M EVERY WOMAN,7
25,03/28/1993,26,SONIC YOUTH,SUGAR KANE,1
26,03/28/1993,27,LULU AND BOBBY WOMACK,I'M BACK FOR MORE,1
27,03/28/1993,28,ICE CUBE,IT WAS A GOOD DAY,2
28,03/28/1993,29,MONIE LOVE,BORN TO BREED,4
29,03/28/1993,30,APACHE INDIAN,CHOK THERE,2
30,03/28/1993,31,THERAPY?,SHORTSHARPSHOCK (EP),3
31,03/28/1993,32,BANANARAMA,MORE MORE MORE,3
32,03/28/1993,33,WORLDS APART,HEAVEN MUST BE MISSING AN ANGEL,2
33,03/28/1993,34,JTQ WITH NOEL McKOY,LOVE THE LIFE,1
34,03/28/1993,35,SHINEHEAD,JAMAICAN IN NEW YORK,1
35,03/28/1993,36,CHRIS ISAAK,CAN'T DO A THING (TO STOP ME),1
36,03/28/1993,37,RIGHT SAID FRED AND FRIENDS,STICK IT OUT,6
37,03/28/1993,38,ALMIGHTY,ADDICTION,1
38,03/28/1993,39,SUEDE,ANIMAL NITRATE,5
39,03/28/1993,40,VAN HALEN,JUMP (LIVE),2
40,03/28/1993,41,KD LANG,CONSTANT CRAVING {1993},6
41,03/28/1993,42,SCREAMIN' JAY HAWKINS,HEART ATTACK AND VINE,1
42,03/28/1993,43,GO WEST,STILL IN LOVE,2
43,03/28/1993,44,MADONNA,BAD GIRL,5
44,03/28/1993,45,PETER GABRIEL,BLOOD OF EDEN,1
45,03/28/1993,46,PORTRAIT,HERE WE GO AGAIN,2
46,03/28/1993,47,EAST 17,DEEP,10
47,03/28/1993,48,SISTER SLEDGE,LOST IN MUSIC {1993},4
48,03/28/1993,49,POLYGON WINDOW,QUOTH,1
49,03/28/1993,50,WHITNEY HOUSTON,I WILL ALWAYS LOVE YOU,21
50,03/28/1993,51,WEST END FEATURING SYBIL,THE LOVE I LOST FT SYBIL,12
51,03/28/1993,52,FREAKY REALISTIC,KOOCHIE RYDER,1
52,03/28/1993,53,TAKE THAT,WHY CAN'T I WAKE UP WITH YOU,7
53,03/28/1993,54,GARY CLARK,FREEFLOATING,1
54,03/28/1993,55,HOT CHOCOLATE,IT STARTED WITH A KISS {1993},5
55,03/28/1993,56,DEPECHE MODE,I FEEL YOU,6
56,03/28/1993,57,GRID,CRYSTAL CLEAR,4
57,03/28/1993,58,OUR TRIBE,I BELIEVE IN YOU,2
58,03/28/1993,59,RODEO JONES,SHADES OF SUMMER,1
59,03/28/1993,60,MARC ALMOND,WHAT MAKES A MAN A MAN (LIVE),2
60,03/28/1993,61,HUE AND CRY,LABOUR OF LOVE {1993},4
61,03/28/1993,62,ALICE IN CHAINS,THEM BONES,3
62,03/28/1993,63,MICHAEL BOLTON,REACH OUT I'LL BE THERE,4
63,03/28/1993,64,REVA RICE AND GREG ELLIS,NEXT TIME YOU FALL IN LOVE,2
64,03/28/1993,65,VEGAS,WALK INTO THE WIND,1
65,03/28/1993,66,DINA CARROLL,THIS TIME,6
66,03/28/1993,67,BRYAN FERRY,I PUT A SPELL ON YOU,5
67,03/28/1993,68,SHEEP ON DRUGS,15 MINUTES OF FAME,2
68,03/28/1993,69,RUN DMC,DOWN WITH THE KING,2
69,03/28/1993,70,MAXI PRIEST,ONE MORE CHANCE,3
70,03/28/1993,71,ARIEL,LET IT SLIDE,2
71,03/28/1993,72,CELINE DION,WHERE DOES MY HEART BEAT NOW,4
72,03/28/1993,73,CHANTE MOORE,LOVE'S TAKEN OVER,3
73,03/28/1993,74,DEBBIE GIBSON,SHOCK YOUR MAMA,1
74,03/28/1993,75,STONE TEMPLE PILOTS,SEX TYPE THING,2
0,03/28/1992,1,SHAKESPEARS SISTER,STAY,10
1,03/28/1992,2,CE CE PENISTON,FINALLY {1992},2
2,03/28/1992,3,MR BIG,TO BE WITH YOU,4
3,03/28/1992,4,RIGHT SAID FRED,DEEPLY DIPPY,2
4,03/28/1992,5,ERIC CLAPTON,TEARS IN HEAVEN,7
5,03/28/1992,6,DEF LEPPARD,LET'S GET ROCKED,1
6,03/28/1992,7,SHANICE,I LOVE YOUR SMILE {1992},6
7,03/28/1992,8,THE CURE,HIGH,1
8,03/28/1992,9,ANNIE LENNOX,WHY,1
9,03/28/1992,10,CROWDED HOUSE,WEATHER WITH YOU,5
10,03/28/1992,11,BRUCE SPRINGSTEEN,HUMAN TOUCH,2
11,03/28/1992,12,ERASURE,BREATH OF LIFE,1
12,03/28/1992,13,THE TEMPTATIONS,MY GIRL {1992},7
13,03/28/1992,14,KLF,AMERICA: WHAT TIME IS LOVE,4
14,03/28/1992,15,LIQUID,SWEET HARMONY (EP),2
15,03/28/1992,16,HAMMER,DO NOT PASS ME BY,2
16,03/28/1992,17,LISA STANSFIELD,TIME TO MAKE YOU MINE,3
17,03/28/1992,18,TOXIC TWO,RAVE GENERATOR,4
18,03/28/1992,19,WET WET WET,MORE THAN LOVE,2
19,03/28/1992,20,MANIC STREET PREACHERS,SLASH 'N' BURN,1
20,03/28/1992,21,CLIVILLES AND COLE,A DEEPER LOVE,3
21,03/28/1992,22,OPUS III,IT'S A FINE DAY,6
22,03/28/1992,23,SALT-N-PEPA,EXPRESSION {1992},1
23,03/28/1992,24,U2,ONE,4
24,03/28/1992,25,TORI AMOS,WINTER,2
25,03/28/1992,26,ROXETTE,CHURCH OF YOUR HEART,1
26,03/28/1992,27,NEW ATLANTIC,I KNOW,5
27,03/28/1992,28,THE LIGHTNING SEEDS,THE LIFE OF RILEY,3
28,03/28/1992,29,KYM SIMS,TAKE MY ADVICE,1
29,03/28/1992,30,SHAWN CHRISTOPHER,DON'T LOSE THE MAGIC,2
30,03/28/1992,31,PRINCE AND THE NEW POWER GENERATION,MONEY DON'T MATTER 2 NIGHT,1
31,03/28/1992,32,GUNS N' ROSES,NOVEMBER RAIN,4
32,03/28/1992,33,NIRVANA,COME AS YOU ARE,3
33,03/28/1992,34,JOE COCKER,(ALL I KNOW) FEELS LIKE FOREVER,4
34,03/28/1992,35,SPINAL TAP,BITCH SCHOOL,1
35,03/28/1992,36,VANESSA WILLIAMS,SAVE THE BEST FOR LAST,2
36,03/28/1992,37,GUN,STEAL YOUR FIRE,3
37,03/28/1992,38,MADNESS,IT MUST BE LOVE {1992},7
38,03/28/1992,39,SKIN UP,A JUICY RED APPLE,3
39,03/28/1992,40,TEN SHARP,YOU,2
40,03/28/1992,41,CURTIS STIGERS,YOU'RE ALL THAT MATTERS TO ME,1
41,03/28/1992,42,EUROPE,HALFWAY TO HEAVEN,2
42,03/28/1992,43,ALISON LIMERICK,MAKE IT ON MY OWN,5
43,03/28/1992,44,CUD,THROUGH THE ROOF,1
44,03/28/1992,45,BRYAN ADAMS,THOUGHT I'D DIED AND GONE TO HEAVEN,6
45,03/28/1992,46,DANGER DANGER,I STILL THINK ABOUT YOU,1
46,03/28/1992,47,JETHRO TULL,ROCKS ON THE ROAD,2
47,03/28/1992,48,THE PASADENAS,I'M DOING FINE NOW,9
48,03/28/1992,49,DJ PROFESSOR,ROCK ME STEADY,1
49,03/28/1992,50,THE JESUS AND MARY CHAIN,FAR GONE AND OUT,3
50,03/28/1992,51,URBAN SOUL,ALWAYS,1
51,03/28/1992,52,REBEL MC,RICH AH GETTING RICHER,2
52,03/28/1992,53,RED HOT CHILI PEPPERS,UNDER THE BRIDGE,3
53,03/28/1992,54,THE BEAUTIFUL SOUTH,WE ARE EACH OTHER,3
54,03/28/1992,55,DES'REE,MIND ADVENTURES,2
55,03/28/1992,56,CHAKA KHAN,LOVE YOU ALL MY LIFETIME,1
56,03/28/1992,57,ROZALLA,ARE YOU READY TO FLY,6
57,03/28/1992,58,DIESEL PARK WEST,BOY ON TOP OF THE NEWS,2
58,03/28/1992,59,BARBRA STREISAND,PLACES THAT BELONG TO YOU,4
59,03/28/1992,60,YAZZ,ONE TRUE WOMAN,1
60,03/28/1992,61,FRANKIE MILLER,CALEDONIA,2
61,03/28/1992,62,MASS ORDER,LIFT EVERY VOICE (TAKE ME AWAY),3
62,03/28/1992,63,RAF,WE'VE GOT TO LIVE TOGETHER,3
63,03/28/1992,64,INSPIRAL CARPETS,DRAGGING ME DOWN,5
64,03/28/1992,65,DAISY CHAINSAW,PINK FLOWER/ROOM ELEVEN,1
65,03/28/1992,66,MICHAEL JACKSON,REMEMBER THE TIME,7
66,03/28/1992,67,EVERYTHING BUT THE GIRL,COVERS (EP),6
67,03/28/1992,68,LOUD,EASY,1
68,03/28/1992,69,TEDDY RILEY AND TAMMY LUCAS,IS IT GOOD FOR YOU,2
69,03/28/1992,70,SIMPLY RED,FOR YOUR BABIES,8
70,03/28/1992,71,THE FRANK AND WALTERS,HAPPY BUSMAN,2
71,03/28/1992,72,2 UNLIMITED,TWILIGHT ZONE,10
72,03/28/1992,73,TONY HADLEY,LOST IN YOUR LOVE,4
73,03/28/1992,74,M PEOPLE,COLOUR MY LIFE,4
74,03/28/1992,75,THE CHARLATANS,WEIRDO,4
0,03/28/1991,1,CHESNEY HAWKES,THE ONE AND ONLY,7
1,03/28/1991,2,HALE AND PACE AND THE STONKERS,THE STONK,4
2,03/28/1991,3,ROD STEWART,RHYTHM OF MY HEART,3
3,03/28/1991,4,PET SHOP BOYS,WHERE THE STREETS HAVE NO NAME/CAN'T TAKE MY EYES OFF YOU/HOW CAN YOU EXPECT TO BE TAKEN SERIOUSLY?,2
4,03/28/1991,5,ROXETTE,JOYRIDE,4
5,03/28/1991,6,SIMPLE MINDS,LET THERE BE LOVE,2
6,03/28/1991,7,JAMES,SIT DOWN {1991},1
7,03/28/1991,8,QUARTZ FEATURING DINA CARROLL,IT'S TOO LATE FT DINA CARROLL,9
8,03/28/1991,9,THE CLASH,SHOULD I STAY OR SHOULD I GO,5
9,03/28/1991,10,THE BEE GEES,SECRET LOVE,5
10,03/28/1991,11,STEVIE B,BECAUSE I LOVE YOU (THE POSTMAN SONG),6
11,03/28/1991,12,THE SOURCE,YOU GOT THE LOVE,9
12,03/28/1991,13,SNAP,SNAP MEGAMIX,1
13,03/28/1991,14,FEARGAL SHARKEY,I'VE GOT NEWS FOR YOU,4
14,03/28/1991,15,XPANSIONS,MOVE YOUR BODY (ELEVATION),11
15,03/28/1991,16,BANDERAS,THIS IS YOUR LIFE,6
16,03/28/1991,17,LIVING COLOUR,LOVE REARS ITS UGLY HEAD,9
17,03/28/1991,18,SIMPSONS,DO THE BARTMAN,10
18,03/28/1991,19,R.E.M.,LOSING MY RELIGION,4
19,03/28/1991,20,MASSIVE,UNFINISHED SYMPATHY,6
20,03/28/1991,21,HAPPY MONDAYS,LOOSE FIT,4
21,03/28/1991,22,DEFINITION OF SOUND,WEAR YOUR LOVE LIKE HEAVEN,4
22,03/28/1991,23,MADONNA,CRAZY FOR YOU {1991},5
23,03/28/1991,24,SCRITTI POLITTI FEATURING SHABBA RANKS,SHE'S A WOMAN FT SHABBA RANKS,3
24,03/28/1991,25,GARY CLAIL ON-U SOUND SYSTEM,HUMAN NATURE,1
25,03/28/1991,26,JESUS JONES,WHO? WHERE? WHY?,5
